Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,Crystalforms upload name,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms short tag,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms alias,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Pose,[Other] upload_4 2025-04-02,[Other] upload_2 2025-02-28,[Other] upload_1 2025-02-12,[Other] fff_i1_design,[Other] New,[Other] P2 Wave 1,[Other] Active site fragment,[Other] upload_6_2025-02-13,[Other] S2 site,[Other] Fragment Screen,[Other] Bogyo covalents,[Other] Covalent,[Other] upload_1 2024-12-06,[Series] Indazole series,[Other] upload_061224,[Other] upload_5 2025-02-03,[Other] upload_3 2024-12-19,[Other] upload_4 2025-01-06,[Other] S3 site,[Other] S4 site,[Other] S5 site,[Other] Sun-roof open,[Other] upload_2 2024-12-12,[Other] S1 site,[Other] S1' site,[Series] Piperidine series,[Other] upload_3 2025-03-06,[Other] Lactam Series,[Other] P3 compound design,Main status,GOOD count,MEDIOCRE count,BAD count
A0194a,A71EV2A-x0194_A_147_v1,A71EV2A-x0194,Z3664805965,Fc1ccccc1CNC1CCOCC1,A71EV2A-x3977/A/113/A_v1,True,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,A0194a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0202a,A71EV2A-x0202_A_147_v1,A71EV2A-x0202,Z3765495818,NS(=O)(=O)c1cnc2cccnn12,A71EV2A-x3977/A/113/A_v1,True,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,A0202a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0202b,A71EV2A-x0202_A_201_v1,A71EV2A-x0202,Z3765495818,NS(=O)(=O)c1cnc2cccnn12,A71EV2A-x0488/A/68/A_v1,False,F1 - A71_2A_open,7a - A71EV2A-x0202/A/201,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71_2A_open,7a - A0202/A/201,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71_2A_open,7a - A0202/A/201,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,A0202b,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0207a,A71EV2A-x0207_A_151_v1,A71EV2A-x0207,Z384361454,Cc1cc(C(=O)NC[C@@H]2CCOC2)on1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A0207a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0228a,A71EV2A-x0228_A_147_v1,A71EV2A-x0228,Z425757818,CS(=O)(=O)N1CCC(O)CC1,A71EV2A-x0525/A/90/A_v1,True,F1 - A71_2A_open,4c - A71EV2A-x0525/A/246,4 - A71EV2A-x0525/A/246/1,F1z - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71_2A_open,4c - A0525/A/246,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,F1 - A71_2A_open,4c - A0525/A/246,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,A0228a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0229a,A71EV2A-x0229_A_147_v1,A71EV2A-x0229,Z426041412,CS(=O)(=O)Nc1ccc(CN)cc1,A71EV2A-x0525/A/90/A_v1,True,F1 - A71_2A_open,4c - A71EV2A-x0525/A/246,4 - A71EV2A-x0525/A/246/1,F1z - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71_2A_open,4c - A0525/A/246,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,F1 - A71_2A_open,4c - A0525/A/246,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,A0229a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0229b,A71EV2A-x0229_A_201_v1,A71EV2A-x0229,Z426041412,CS(=O)(=O)Nc1ccc(CN)cc1,A71EV2A-x0541/A/97/A_v1,True,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A0229b,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0237a,A71EV2A-x0237_A_151_v1,A71EV2A-x0237,Z437516460,Cc1ccc(CNC(=O)C2CCC2)cn1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A0237a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0239a,A71EV2A-x0239_A_147_v1,A71EV2A-x0239,Z438067480,CCC(=O)NCc1nnc2n1CCCC2,A71EV2A-x0486/A/143/A_v1,True,F1 - A71_2A_open,6a - A71EV2A-x0486/A/147,6 - A71EV2A-x0486/A/147/1,F1ac - A71EV2A-x0486/A/147/1,A1 - monomer,F1 - A71_2A_open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,F1 - A71_2A_open,6a - A0486/A/147,6 - A0486/A/147/1,F1ac - A0486/A/147,A1 - monomer,A0239a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0332a,A71EV2A-x0332_A_147_v1,A71EV2A-x0332,Z45527714,CNS(=O)(=O)c1ccccc1Cl,A71EV2A-x0541/A/97/A_v1,True,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A0332a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0333a,A71EV2A-x0333_A_201_v1,A71EV2A-x0333,Z45617795,CS(=O)(=O)NCCc1ccccc1,A71EV2A-x3181/A/20/A_v1,True,F2 - A71_2A_open_small_cell,5a - A71EV2A-x3181/A/202,5 - A71EV2A-x3181/A/202/1,F2aa - A71EV2A-x0528/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,A0333a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0341a,A71EV2A-x0341_A_147_v1,A71EV2A-x0341,Z50145861,CC1=NN(c2ccccc2)C(=O)C1,A71EV2A-x3977/A/113/A_v1,True,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,A0341a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0351a,A71EV2A-x0351_A_301_v1,A71EV2A-x0351,Z53860899,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,A71EV2A-x0911/A/133/A_v1,True,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A0351a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0351b,A71EV2A-x0351_A_302_v1,A71EV2A-x0351,Z53860899,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,A71EV2A-x3181/A/20/A_v1,True,F2 - A71_2A_open_small_cell,5a - A71EV2A-x3181/A/202,5 - A71EV2A-x3181/A/202/1,F2aa - A71EV2A-x0528/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,A0351b,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0351c,A71EV2A-x0351_A_201_v1,A71EV2A-x0351,Z53860899,CCS(=O)(=O)NCc1ccc2c(c1)OCO2,A71EV2A-x0432/A/61/A_v1,True,F2 - A71_2A_open_small_cell,9a - A71EV2A-x0432/A/147,9 - A71EV2A-x0432/A/147/1,F2ag - A71EV2A-x0351/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,9a - A0432/A/147,9 - A0432/A/147/1,F2ag - A0351/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,9a - A0432/A/147,9 - A0432/A/147/1,F2ag - A0351/A/201,A1 - monomer,A0351c,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0354a,A71EV2A-x0354_A_147_v1,A71EV2A-x0354,Z54615640,C[C@@]1(NC(=O)C2CC2)CCS(=O)(=O)C1,A71EV2A-x0541/A/97/A_v1,True,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A0354a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0359a,A71EV2A-x0359_A_147_v1,A71EV2A-x0359,Z54750053,CN(C)Cc1ccc(C#N)cc1,A71EV2A-x0525/A/90/A_v1,True,F1 - A71_2A_open,4a - A71EV2A-x0359/A/147,4 - A71EV2A-x0525/A/246/1,F1z - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71_2A_open,4a - A0359/A/147,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,F1 - A71_2A_open,4a - A0359/A/147,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,A0359a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0365a,A71EV2A-x0365_A_201_v1,A71EV2A-x0365,Z558511008,Cn1ccc(NCc2ccccc2)n1,A71EV2A-x0911/A/133/A_v1,True,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A0365a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0375a,A71EV2A-x0375_A_201_v1,A71EV2A-x0375,Z56921372,COc1ccccc1NC(N)=S,A71EV2A-x0911/A/133/A_v1,True,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A0375a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0375b,A71EV2A-x0375_A_301_v1,A71EV2A-x0375,Z56921372,COc1ccccc1NC(N)=S,A71EV2A-x0911/A/133/A_v1,True,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A0375a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A0375c,A71EV2A-x0375_A_147_v1,A71EV2A-x0375,Z56921372,COc1ccccc1NC(N)=S,A71EV2A-x3977/A/113/A_v1,True,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,A0375c,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0379a,A71EV2A-x0379_A_147_v1,A71EV2A-x0379,Z56960214,CNCc1ccc(C(F)(F)F)cc1,A71EV2A-x0379/A/38/A_v1,True,F1 - A71_2A_open,11a - A71EV2A-x0379/A/147,11 - A71EV2A-x0379/A/147/1,F1ai - A71EV2A-x0379/A/147/1,A1 - monomer,F1 - A71_2A_open,11a - A0379/A/147,11 - A0379/A/147/1,F1ai - A0379/A/147,A1 - monomer,F1 - A71_2A_open,11a - A0379/A/147,11 - A0379/A/147/1,F1ai - A0379/A/147,A1 - monomer,A0379a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0387a,A71EV2A-x0387_A_151_v1,A71EV2A-x0387,Z57260516,COCC(=O)Nc1c(C)cc(C)cc1C,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A0387a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0395a,A71EV2A-x0395_A_147_v1,A71EV2A-x0395,Z57472297,CC(CO)(CO)NC(=O)Nc1ccccc1,A71EV2A-x3977/A/113/A_v1,False,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1t - A71EV2A-x0395/A/147/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,A0395a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0395b,A71EV2A-x0395_A_148_v1,A71EV2A-x0395,Z57472297,CC(CO)(CO)NC(=O)Nc1ccccc1,A71EV2A-x3977/A/113/A_v1,True,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,A0395a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0396a,A71EV2A-x0396_A_147_v1,A71EV2A-x0396,Z57478994,COCc1nnc(N)s1,A71EV2A-x0396/A/31/A_v1,True,F1 - A71_2A_open,12a - A71EV2A-x0396/A/147,12 - A71EV2A-x0396/A/147/1,F1aj - A71EV2A-x0396/A/147/1,A1 - monomer,F1 - A71_2A_open,12a - A0396/A/147,12 - A0396/A/147/1,F1aj - A0396/A/147,A1 - monomer,F1 - A71_2A_open,12a - A0396/A/147,12 - A0396/A/147/1,F1aj - A0396/A/147,A1 - monomer,A0396a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0412a,A71EV2A-x0412_A_147_v1,A71EV2A-x0412,Z68639747,CCn1c(NC(C)=O)nc2ccccc21,A71EV2A-x0412/A/119/A_v1,True,F1 - A71_2A_open,13a - A71EV2A-x0412/A/147,13 - A71EV2A-x0412/A/147/1,F1ak - A71EV2A-x0412/A/147/1,A1 - monomer,F1 - A71_2A_open,13a - A0412/A/147,13 - A0412/A/147/1,F1ak - A0412/A/147,A1 - monomer,F1 - A71_2A_open,13a - A0412/A/147,13 - A0412/A/147/1,F1ak - A0412/A/147,A1 - monomer,A0412a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0416a,A71EV2A-x0416_A_147_v1,A71EV2A-x0416,Z71580604,Cc1ccc(NC(=O)[C@H]2CCCO2)nc1,A71EV2A-x0911/A/133/A_v1,True,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A0416a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0428a,A71EV2A-x0428_A_147_v1,A71EV2A-x0428,Z751811134,CN(C)S(=O)(=O)c1cccnc1,A71EV2A-x0541/A/97/A_v1,True,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A0428a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0432a,A71EV2A-x0432_A_147_v1,A71EV2A-x0432,Z760031264,Nc1ccc(-c2ncno2)cc1,A71EV2A-x0432/A/61/A_v1,True,F2 - A71_2A_open_small_cell,9a - A71EV2A-x0432/A/147,9 - A71EV2A-x0432/A/147/1,F2ag - A71EV2A-x0351/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,9a - A0432/A/147,9 - A0432/A/147/1,F2ag - A0351/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,9a - A0432/A/147,9 - A0432/A/147/1,F2ag - A0351/A/201,A1 - monomer,A0432a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0437a,A71EV2A-x0437_A_250_v1,A71EV2A-x0437,Z802821712,CCNc1ccc(C)nn1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A0437a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0443a,A71EV2A-x0443_A_250_v1,A71EV2A-x0443,Z82176792,Cc1cn2ccccc2n1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A0443a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0446a,A71EV2A-x0446_A_147_v1,A71EV2A-x0446,Z851110644,CNC(=O)c1cnc(C)s1,A71EV2A-x0911/A/133/A_v1,True,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A0446a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0717a,A71EV2A-x0717_A_147_v1,A71EV2A-x0717,Z94597856,Cc1n[nH]c(C)c1S(=O)(=O)N(C)C,A71EV2A-x0541/A/97/A_v1,True,F1 - A71_2A_open,3a - A71EV2A-x0541/A/147,3 - A71EV2A-x0541/A/147/1,F1x - A71EV2A-x0541/A/147/1,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,F1 - A71_2A_open,3a - A0541/A/147,3 - A0541/A/147/1,F1x - A0541/A/147,A1 - monomer,A0717a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0719a,A71EV2A-x0719_A_301_v1,A71EV2A-x0719,Z954606858,C[C@H](CS(N)(=O)=O)c1ccccc1,A71EV2A-x0911/A/133/A_v1,True,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A0719a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,
A0719b,A71EV2A-x0719_A_201_v1,A71EV2A-x0719,Z954606858,C[C@H](CS(N)(=O)=O)c1ccccc1,A71EV2A-x3181/A/20/A_v1,True,F2 - A71_2A_open_small_cell,5a - A71EV2A-x3181/A/202,5 - A71EV2A-x3181/A/202/1,F2aa - A71EV2A-x0528/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,A0719b,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0732a,A71EV2A-x0732_A_201_v1,A71EV2A-x0732,Z99601600,Cc1cc(C)c(NC(=O)CO)c(C)c1,A71EV2A-x0911/A/133/A_v1,True,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A0732a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,
A0739a,A71EV2A-x0739_A_147_v1,A71EV2A-x0739,Z17497990,Cc1ccc(OCC(=O)N2CCOCC2)c(C)c1,A71EV2A-x0911/A/133/A_v1,True,F1 - A71_2A_open,1a - A71EV2A-x0739/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1a - A0739/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1a - A0739/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A0739a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,
